1	2111	0.144003
1	2814	0.134307
1	3784	0.137356
1	4606	0.142356
1	4789	0.13043
1	5759	0.123101
1	5876	0.125839
1	6185	0.13071
1	7095	0.131179
2	5	0.175564
2	12	0.255858
2	175	0.179326
2	362	0.20949
2	1083	0.182202
2	2183	0.00563366
2	6886	0.0243518
2	7437	0.257979
2	7921	0.116534
3	54	0.276143
3	110	0.12438
3	465	0.175844
3	475	0.245481
3	1389	0.239424
3	1391	0.136935
4	435	0.000604307
4	572	0.188723
4	1120	0.220294
4	1157	0.185176
4	1324	0.215893
4	1830	0.183921
4	1993	0.00168257
4	5252	0.241387
4	7621	0.120813
5	2	0.205716
5	12	0.224721
5	175	0.148188
5	362	0.178352
5	814	0.244174
5	1083	0.151065
6	32	0.157638
6	598	0.00117971
6	1260	0.16074
6	1346	0.159256
6	1546	0.226454
6	1692	0.0535141
6	4047	0.00242333
6	4940	0.234544
6	5530	0.152174
6	6509	0.244768
7	2571	0.140283
7	4220	0.129102
7	4276	0.135541
7	4288	0.134695
7	6039	0.134584
7	6545	0.128303
7	6676	0.123602
7	7364	0.126448
7	7486	0.128693
8	81	0.245647
8	149	0.173188
8	632	0.191961
8	654	0.177582
8	1581	0.206854
8	1671	0.173407
8	2518	0.0135412
8	2533	0.00396614
9	1093	0.162782
9	2308	0.163717
9	3306	0.130084
9	3629	0.153049
9	3684	0.140318
9	4100	0.128976
9	4769	0.13665
9	5283	0.131049
9	5901	0.151932
10	211	0.230331
10	252	0.171153
10	309	0.204688
10	815	2.07458e-05
10	953	0.177
10	1117	0.199634
10	1352	0.169856
10	1700	0.171241
10	2151	0.154314
10	6961	0.00813423
11	1466	0.162719
11	1896	0.148367
11	2213	0.154855
11	2320	0.122594
11	3635	0.232231
11	4267	0.122748
11	4550	0.126548
11	5213	0.161172
11	6792	0.0957485
12	2	0.187359
12	175	0.129831
12	362	0.159995
12	1083	0.132708
12	3177	0.00150357
12	4483	0.228828
12	4698	0.232291
12	5454	0.243276
12	7249	0.243614
12	7292	0.0575578
13	92	0.18074
13	183	0.158274
13	294	0.00302201
13	432	0.155242
13	530	0.22378
13	825	0.00292249
13	1240	0.220019
13	1804	0.187982
13	4746	0.243277
13	7764	0.0638827
14	333	0.175808
14	359	0.241473
14	617	0.178096
14	802	0.177967
14	1371	0.208828
14	1518	0.104902
14	1806	0.195769
14	3646	0.010964
15	306	0.171819
15	371	0.267191
15	698	0.162212
15	1137	0.195955
15	1599	0.161144
15	1673	0.00150192
15	1746	0.215647
15	7315	0.255109
16	113	0.231532
16	1208	0.187324
16	2348	0.145181
16	2668	0.143638
16	2723	0.139998
16	3018	0.216662
16	7936	0.192055
16	8089	0.191612
17	3329	0.167767
17	3437	0.151236
17	3963	0.158091
17	4202	0.15213
17	4765	0.231648
17	4878	0.140526
17	5253	0.140229
17	5340	0.124613
17	5360	0.144844
17	5436	0.238833
18	68	0.172443
18	550	0.162463
18	669	0.185245
18	673	0.221409
18	1140	0.162125
18	1719	0.159217
18	1852	0.00100186
18	2977	0.232128
18	3781	0.00123407
18	6500	0.243082
19	393	0.22884
19	448	0.157786
19	604	0.154991
19	724	0.169248
19	914	0.162855
19	1185	0.177194
19	1845	0.264634
19	4668	0.234077
19	5785	0.134882
20	484	0.171568
20	547	0.15435
20	865	0.224729
20	1004	0.140914
20	1475	0.174419
20	2153	0.221199
20	2395	0.140884
20	2499	0.148942
20	4775	0.235872
21	260	0.195006
21	403	0.214351
21	714	0.000333473
21	885	0.148915
21	958	0.233816
21	1024	0.150963
21	1138	0.263657
21	1183	0.195608
21	2213	0.00062992
21	2305	0.00792234
22	466	0.247806
22	694	0.180772
22	716	0.000817977
22	1052	0.179123
22	1214	0.184905
22	1807	0.184036
22	3422	0.00153943
22	6587	0.245848
22	8070	0.122415
23	1311	0.150639
23	2666	0.153855
23	4944	0.133813
23	5480	0.125656
23	6203	0.121743
23	6251	0.129461
23	6281	0.123698
23	6548	0.125333
23	6659	0.1447
23	7000	0.13872
24	199	0.13712
24	386	0.000320014
24	472	0.20644
24	529	0.173277
24	572	0.00743645
24	1730	0.225509
24	4542	0.224634
24	5966	0.00262036
24	6648	0.240163
24	8005	0.155208
25	243	0.164089
25	381	0.000693553
25	394	0.174231
25	480	0.18977
25	684	0.224546
25	1041	0.163769
25	3113	0.227713
25	3258	5.37937e-05
25	5383	0.239341
25	7957	0.0623503
26	3632	0.140782
26	5369	0.132281
26	5882	0.125823
26	6125	0.128853
26	6165	0.129199
26	6455	0.127638
26	6475	0.134698
26	7078	0.129945
26	7279	0.125865
26	7556	0.136488
27	5622	0.143086
27	5846	0.132589
27	6083	0.122879
27	6108	0.139688
27	6362	0.137395
27	6572	0.129189
27	6854	0.132823
27	6955	0.131331
27	7111	0.131625
27	7115	0.119943
28	135	0.151685
28	378	0.150705
28	473	0.000117319
28	486	0.150681
28	609	0.230803
28	704	0.151061
28	2012	0.000790542
28	6394	0.130483
28	6696	0.0894342
28	6946	0.248471
29	284	0.180724
29	568	0.145272
29	787	0.151466
29	794	0.148803
29	846	0.214341
29	1643	0.169064
29	2284	0.218552
29	4568	0.224913
29	6957	0.236272
29	7197	0.235901
30	1528	0.17179
30	2789	0.150176
30	3356	0.135026
30	3771	0.129745
30	4472	0.134091
30	4830	0.130416
30	4942	0.121474
30	5129	0.228492
30	5883	0.122918
30	7114	0.239422
31	174	0.141023
31	810	0.14507
31	4330	0.136397
31	6341	0.128165
31	6738	0.122668
31	6778	0.12046
31	6795	0.121269
31	6839	0.121523
31	7042	0.121602
31	7116	0.113774
32	6	0.223598
32	556	0.165769
32	1260	0.161853
32	1293	0.16381
32	1316	0.00299792
32	1346	0.160369
32	1546	0.227567
32	2144	0.226013
32	5003	0.00337722
32	7790	0.25494
33	1793	0.156322
33	3069	0.152511
33	3468	0.127595
33	3535	0.139154
33	3751	0.142273
33	5499	0.126474
33	5637	0.132339
33	5735	0.114983
33	5966	0.124448
34	176	0.156611
34	267	0.203413
34	367	0.202018
34	1074	0.157233
34	1289	0.282344
34	1723	0.158432
34	6499	0.237805
34	7741	0.24886
35	1321	0.141339
35	2076	0.16911
35	2717	0.13219
35	3724	0.157607
35	3936	0.129489
35	4882	0.12246
35	5697	0.114505
35	6477	0.127903
35	7007	0.12866
36	1116	0.145115
36	1949	0.162794
36	2391	0.166679
36	3474	0.1328
36	4598	0.136276
36	4695	0.160519
36	4991	0.148644
36	6304	0.187307
36	7591	0.254176
37	184	0.146498
37	259	0.146006
37	615	0.145307
37	721	0.200777
37	1445	0.000401028
37	2878	0.226642
37	4936	0.230183
37	5046	0.223012
37	5562	0.237713
37	6441	0.000548433
38	383	0.135523
38	706	0.18929
38	748	0.135289
38	1123	0.198885
38	1213	0.158758
38	2968	0.172488
38	3380	0.229487
38	4139	0.00501093
38	5655	0.236602
38	6990	0.0810688
39	3128	0.153442
39	3234	0.14449
39	5749	0.12768
39	6262	0.132494
39	6864	0.118311
39	6968	0.143603
39	7125	0.127988
39	7569	0.12487
39	7675	0.130187
39	7751	0.122038
40	61	0.164311
40	165	0.161255
40	659	0.157793
40	702	0.188846
40	1097	0.158799
40	1135	0.187539
40	2561	0.226274
40	3742	0.216905
40	6925	0.240948
40	8089	0.0552238
41	24	0.254608
41	129	0.189322
41	179	0.219591
41	199	0.15548
41	472	0.224799
41	529	0.191637
41	634	0.15299
41	6190	0.242575
42	2011	0.142139
42	2175	0.123987
42	2380	0.133332
42	6175	0.108829
42	6431	0.129755
42	6565	0.128513
42	6594	0.127652
42	6754	0.118261
42	6777	0.121099
42	7336	0.113415
42	7548	0.113503
42	7915	0.120035
43	250	0.194271
43	624	0.200094
43	874	0.236291
43	978	0.166652
43	1016	0.0140905
43	1245	0.16474
43	5572	0.0732663
43	7102	0.243985
43	7489	0.253598
44	334	0.221038
44	1408	0.225342
44	1984	0.132752
44	2190	0.16738
44	2535	0.167385
44	2829	0.132518
44	3517	0.129578
44	4287	5.35445e-05
44	7135	0.12937
44	7247	0.0620494
45	287	0.167773
45	375	0.192431
45	922	0.226644
45	1042	0.16602
45	1322	0.00102221
45	1786	0.228799
45	1791	0.181882
45	5706	0.243968
46	154	0.231114
46	327	0.136193
46	353	0.171699
46	452	0.000874962
46	1056	0.161953
46	2192	0.209159
46	2281	0.156153
46	2318	0.146032
46	2530	0.209426
47	118	0.209377
47	1494	0.140501
47	4200	0.20563
47	4817	0.124508
47	5046	0.139918
47	5079	0.156365
47	5571	0.138954
47	6453	0.248651
47	7836	0.0643076
48	49	0.217327
48	521	0.181835
48	1665	0.146634
48	1870	0.162418
48	2026	0.136236
48	3016	0.145569
48	5130	0.240228
48	7202	0.050192
48	7929	0.250973
48	8005	0.0846585
49	1413	0.152045
49	3113	0.149934
49	4736	0.132871
49	5012	0.133476
49	5459	0.13302
49	6193	0.133174
49	7346	0.118301
49	7710	0.122739
49	7794	0.129131
50	831	0.138101
50	2677	0.141718
50	2815	0.144317
50	3814	0.23468
50	4056	0.134858
50	4062	0.159038
50	4461	0.152131
50	4699	0.16933
50	4911	0.12868
50	7995	0.249267
51	864	0.22881
51	1855	0.13184
51	2030	0.0678922
51	2322	0.128808
51	2425	0.228415
51	3192	0.150372
51	4156	0.136442
51	4228	0.194585
51	5961	0.132855
51	7936	0.0524955
52	3514	0.145373
52	3578	0.157067
52	4989	0.13601
52	5211	0.13812
52	5399	0.13167
52	5585	0.134217
52	6163	0.124414
52	6248	0.125767
52	6354	0.143789
53	1790	0.167094
53	2223	0.145462
53	4344	0.136455
53	4381	0.133214
53	4527	0.144957
53	4959	0.130581
53	5600	0.126631
53	5693	0.12751
53	6023	0.138482
54	14	0.00293701
54	475	0.156971
54	1391	0.0484261
54	4742	0.226917
54	5987	0.230297
54	6299	0.230494
54	6679	0.240733
54	7546	0.0228851
54	7695	0.2476
54	7942	0.247849
55	1235	0.149576
55	1872	0.154179
55	3058	0.156654
55	3473	0.135008
55	5443	0.147886
55	5546	0.134507
55	5752	0.124853
55	6333	0.126129
55	6904	0.130299
56	708	0.167986
56	794	0.00469963
56	3315	0.132956
56	3351	0.154473
56	3429	0.136426
56	3830	0.157902
56	3895	0.153388
56	4021	0.239508
56	5198	0.139671
56	5576	0.148161
57	1815	0.151641
57	2461	0.153041
57	3152	0.136245
57	3435	0.142599
57	3810	0.159814
57	3902	0.17843
57	4821	0.133168
57	4987	0.225291
57	7529	0.252754
58	5809	0.138075
58	6237	0.133699
58	6509	0.136365
58	6536	0.142746
58	7166	0.129493
58	7498	0.126334
58	7606	0.125271
58	7757	0.116643
58	7759	0.115504
58	8072	0.135363
59	1462	0.139426
59	1877	0.159832
59	2959	0.133064
59	3190	0.205138
59	3531	0.127176
59	4104	0.178762
59	4217	0.139274
59	4960	0.147557
59	6888	0.121153
59	7065	0.121196
60	2979	0.148234
60	5231	0.140418
60	6076	0.138095
60	6169	0.110203
60	6442	0.136671
60	6579	0.130375
60	6693	0.139047
60	6993	0.129846
60	7317	0.129134
60	7873	0.131288
61	40	0.176886
61	165	0.180683
61	659	0.177221
61	702	0.208273
61	1097	0.178226
61	1135	0.206967
61	5341	0.00045742
61	5719	0.248022
62	262	0.00147589
62	685	0.00114799
62	816	0.112967
62	1637	0.242475
62	3114	0.0058404
62	4102	0.111659
62	4583	0.000162988
62	4786	0.239513
62	7256	0.16809
62	7337	0.256416
63	252	0.00226035
63	415	0.15643
63	775	0.200931
63	834	0.191072
63	1660	0.223503
63	2821	0.00085577
63	3812	0.00447315
63	3850	0.222748
63	4646	0.235017
63	7694	0.155177
64	1123	0.000376276
64	1402	0.183813
64	1557	0.158727
64	1938	0.00328471
64	2140	0.237861
64	2510	0.155576
64	2752	0.14361
64	3259	0.135917
64	3775	0.000685397
64	4337	0.213796
65	2095	0.0824441
65	2571	0.227234
65	3378	0.226642
65	3878	0.136399
65	4042	0.000540741
65	4440	0.223509
65	4653	0.14744
65	4831	0.11694
65	4837	0.14447
65	5118	0.139459
66	305	0.130165
66	707	0.128948
66	816	0.130697
66	847	0.229674
66	1982	0.147571
66	3301	0.142398
66	4102	0.129389
66	4255	0.176311
66	7767	0.0826034
67	655	0.179372
67	926	0.125019
67	1053	0.125992
67	1273	0.00193767
67	2038	0.125648
67	2472	0.147436
67	2606	0.226797
67	6943	0.240635
67	7068	0.238243
67	7979	0.251022
68	18	0.175843
68	550	0.180283
68	669	0.203065
68	673	0.239229
68	1140	0.179944
68	1375	0.239434
68	1719	0.177036
68	2585	0.00285468
68	3679	0.00173737
68	7517	0.0989457
69	471	0.166448
69	1473	0.166912
69	2002	0.138745
69	3572	0.139372
69	5392	0.143454
69	5477	0.125423
69	5582	0.128764
69	7093	0.121384
69	7377	0.127073
70	2143	0.151071
70	2556	0.0649952
70	2649	0.156905
70	3574	0.159616
70	3981	0.143056
70	4756	0.140338
70	5449	0.155605
70	6792	0.148762
70	7183	0.171653
71	307	0.140022
71	1246	0.158079
