1	0.23
2	0.28
3	0.32
4	0.39
5	0.21
6	0.09
7	0.27
8	0.32
9	0.33
10	0.3
11	0.35
12	0.17
13	0.21
14	0.25
15	0.21
16	0.19
17	0.12
18	0.27
19	0.28
20	0.2
21	0.34
22	0.14
23	0.18
24	0.34
25	0.38
26	0.26
27	0.11
28	0.18
29	0.35
30	0.2
31	0.28
32	0.11
33	0.08
34	0.25
35	0.46
36	0.32
37	0.11
38	0.12
39	0.05
40	0.15
41	0.3
42	0.32
43	0.23
44	0.16
45	0.21
46	0.42
47	0.21
48	0.21
49	0.23
50	0.26
51	0.43
52	0.08
53	0.42
54	0.28
55	0.3
56	0.38
57	0.18
58	0.3
59	0.1
60	0.3
61	0.12
62	0.39
63	0.21
64	0.23
65	0.11
66	0.04
67	0.33
68	0.33
69	0.16
70	0.34
71	0.07
72	0.38
73	0.22
74	0.31
75	0.1
76	0.4
77	0.33
78	0.36
79	0.14
80	0.1
81	0.28
82	0.2
83	0.16
84	0.19
85	0.17
86	0.27
87	0.27
88	0.32
89	0.26
90	0.13
91	0.28
92	0.37
93	0.37
94	0.34
95	0.37
96	0.31
97	0.39
98	0.33
99	0.04
100	0.53
101	0.18
102	0.0
103	0.28
104	0.18
105	0.16
106	0.44
107	0.18
108	0.28
109	0.32
110	0.28
111	0.33
112	0.29
113	0.24
114	0.22
115	0.32
116	0.21
117	0.33
118	0.3
119	0.33
120	0.4
121	0.29
122	0.14
123	0.12
124	0.22
125	0.28
126	0.29
127	0.28
128	0.22
129	0.32
130	0.34
131	0.16
132	0.41
133	0.01
134	0.09
135	0.42
136	0.21
137	0.35
138	0.36
139	0.18
140	0.25
141	0.14
142	0.29
143	0.36
144	0.29
145	0.12
146	0.35
147	0.28
148	0.24
149	0.21
150	0.32
151	0.34
152	0.34
153	0.34
154	0.36
155	0.31
156	0.29
157	0.24
158	0.22
159	0.29
160	0.18
161	0.23
162	0.26
163	0.19
164	0.39
165	0.28
166	0.19
167	0.18
168	0.19
169	0.26
170	0.31
171	0.43
172	0.35
173	0.25
174	0.24
175	0.25
176	0.25
177	0.43
178	0.22
179	0.23
180	0.36
181	0.2
182	0.04
183	0.27
184	0.33
185	0.28
186	0.36
187	0.28
188	0.28
189	0.27
190	0.48
191	0.29
192	0.08
193	0.33
194	0.33
195	0.2
196	0.24
197	0.26
198	0.27
199	0.15
200	0.14
201	0.19
202	0.31
203	0.26
204	0.18
205	0.27
206	0.33
207	0.17
208	0.2
209	0.06
210	0.28
211	0.2
212	0.15
213	0.22
214	0.28
215	0.14
216	0.2
217	0.25
218	0.09
219	0.11
220	0.26
221	0.15
222	0.18
223	0.21
224	0.35
225	0.26
226	0.08
227	0.42
228	0.22
229	0.28
230	0.37
231	0.45
232	0.28
233	0.34
234	0.25
235	0.01
236	0.27
237	0.2
238	0.14
239	0.33
240	0.28
241	0.26
242	0.32
243	0.32
244	0.18
245	0.21
246	0.39
247	0.14
248	0.13
249	0.28
250	0.11
251	0.28
252	0.46
253	0.2
254	0.34
255	0.24
256	0.2
257	0.33
258	0.24
259	0.37
260	0.26
261	0.21
262	0.34
263	0.22
264	0.23
265	0.13
266	0.21
267	0.22
268	0.34
269	0.29
270	0.31
271	0.21
272	0.07
273	0.16
274	0.09
275	0.16
276	0.18
277	0.37
278	0.43
279	0.16
280	0.27
281	0.27
282	0.16
283	0.17
284	0.29
285	0.24
286	0.18
287	0.43
288	0.34
289	0.23
290	0.39
291	0.23
292	0.1
293	0.24
294	0.06
295	0.3
296	0.41
297	0.29
298	0.37
299	0.44
300	0.21
301	0.2
302	0.34
303	0.29
304	0.14
305	0.21
306	0.24
307	0.2
308	0.09
309	0.22
310	0.2
311	0.38
312	0.28
313	0.34
314	0.31
315	0.24
316	0.31
317	0.19
318	0.2
319	0.32
320	0.24
321	0.21
322	0.21
323	0.33
324	0.24
325	0.18
326	0.24
327	0.23
328	0.27
329	0.4
330	0.17
331	0.09
332	0.26
333	0.24
334	0.22
335	0.39
336	0.44
337	0.34
338	0.21
339	0.24
340	0.24
341	0.47
342	0.08
343	0.24
344	0.25
345	0.23
346	0.18
347	0.21
348	0.17
349	0.14
350	0.08
351	0.24
352	0.25
353	0.04
354	0.2
355	0.15
356	0.43
357	0.26
358	0.1
359	0.29
360	0.15
361	0.27
362	0.18
363	0.25
364	0.38
365	0.23
366	0.12
367	0.3
368	0.02
369	0.36
370	0.4
371	0.28
372	0.31
373	0.25
374	0.35
375	0.29
376	0.17
377	0.4
378	0.27
379	0.2
380	0.23
381	0.08
382	0.16
383	0.26
384	0.18
385	0.2
386	0.28
387	0.23
388	0.26
389	0.16
390	0.28
391	0.29
392	0.22
393	0.12
394	0.35
395	0.22
396	0.1
397	0.26
398	0.24
399	0.27
400	0.21
401	0.33
402	0.09
403	0.21
404	0.27
405	0.33
406	0.47
407	0.17
408	0.19
409	0.15
410	0.01
411	0.07
412	0.2
413	0.3
414	0.22
415	0.28
416	0.24
417	0.05
418	0.17
419	0.4
420	0.25
421	0.11
422	0.45
423	0.29
424	0.32
425	0.38
426	0.35
427	0.26
428	0.29
429	0.18
430	0.31
431	0.3
432	0.2
433	0.27
434	0.19
435	0.09
436	0.21
437	0.21
438	0.36
439	0.31
440	0.36
441	0.08
442	0.12
443	0.32
444	0.21
445	0.24
446	0.27
447	0.22
448	0.21
449	0.05
450	0.25
451	0.21
452	0.3
453	0.27
454	0.32
455	0.35
456	0.36
457	0.35
458	0.33
459	0.3
460	0.33
461	0.21
462	0.24
463	0.27
464	0.22
465	0.24
466	0.23
467	0.27
468	0.17
469	0.28
470	0.28
471	0.13
472	0.14
473	0.03
474	0.25
475	0.28
476	0.22
477	0.32
478	0.33
479	0.19
480	0.12
481	0.12
482	0.14
483	0.18
484	0.21
485	0.21
486	0.11
487	0.24
488	0.17
489	0.3
490	0.32
491	0.25
492	0.41
493	0.37
494	0.3
495	0.24
496	0.1
497	0.25
498	0.35
499	0.29
500	0.3
501	0.2
502	0.09
503	0.27
504	0.3
505	0.41
506	0.15
507	0.34
508	0.26
509	0.19
510	0.3
511	0.23
512	0.37
513	0.1
514	0.28
515	0.17
516	0.22
517	0.18
518	0.33
519	0.35
520	0.29
521	0.45
522	0.4
523	0.31
524	0.39
525	0.29
526	0.46
527	0.15
528	0.3
529	0.34
530	0.14
531	0.0
532	0.16
533	0.29
534	0.19
535	0.27
536	0.24
537	0.16
538	0.21
539	0.39
540	0.34
541	0.29
542	0.08
543	0.15
544	0.08
545	0.23
546	0.01
547	0.34
548	0.29
549	0.18
550	0.44
551	0.4
552	0.2
553	0.29
554	0.39
555	0.13
556	0.17
557	0.27
558	0.34
559	0.26
560	0.21
561	0.25
562	0.23
563	0.28
564	0.3
565	0.07
566	0.38
567	0.19
568	0.24
569	0.41
570	0.08
571	0.2
572	0.25
573	0.23
574	0.26
575	0.38
576	0.29
577	0.1
578	0.15
579	0.24
580	0.11
581	0.27
582	0.18
583	0.39
584	0.36
585	0.25
586	0.26
587	0.26
588	0.37
589	0.24
590	0.01
591	0.33
592	0.23
593	0.27
594	0.23
595	0.18
596	0.21
597	0.37
598	0.25
599	0.22
600	0.24
601	0.22
602	0.22
603	0.33
604	0.08
605	0.26
606	0.15
607	0.38
608	0.26
609	0.19
610	0.13
611	0.17
612	0.19
613	0.36
614	0.43
615	0.18
616	0.19
617	0.07
618	0.24
619	0.34
620	0.35
621	0.19
622	0.07
623	0.22
624	0.21
625	0.44
626	0.38
627	0.11
628	0.4
629	0.23
630	0.29
631	0.06
632	0.24
633	0.28
634	0.14
635	0.34
636	0.2
637	0.13
638	0.32
639	0.38
640	0.16
641	0.17
642	0.1
643	0.24
644	0.1
645	0.23
646	0.12
647	0.32
648	0.26
649	0.26
650	0.16
651	0.24
652	0.13
653	0.39
654	0.31
655	0.26
656	0.34
657	0.35
658	0.18
659	0.23
660	0.17
661	0.28
662	0.28
663	0.38
664	0.34
665	0.37
666	0.17
667	0.37
668	0.28
669	0.27
670	0.1
671	0.37
672	0.22
673	0.31
674	0.17
675	0.12
676	0.18
677	0.19
678	0.13
679	0.26
680	0.01
681	0.23
682	0.12
683	0.27
684	0.31
685	0.27
686	0.2
687	0.19
688	0.27
689	0.3
690	0.3
691	0.39
692	0.09
693	0.35
694	0.38
695	0.24
696	0.39
697	0.27
698	0.36
699	0.1
700	0.29
701	0.25
702	0.34
703	0.13
704	0.16
705	0.18
706	0.26
707	0.27
708	0.26
709	0.21
710	0.32
711	0.29
712	0.15
713	0.31
714	0.09
715	0.17
716	0.16
717	0.24
718	0.27
719	0.2
720	0.3
721	0.19
722	0.18
723	0.06
724	0.3
725	0.25
726	0.13
727	0.23
728	0.1
729	0.28
730	0.25
731	0.31
732	0.01
733	0.41
