1	0.33
2	0.36
3	0.32
4	0.21
5	0.32
6	0.33
7	0.21
8	0.25
9	0.12
10	0.23
11	0.34
12	0.48
13	0.35
14	0.22
15	0.34
16	0.34
17	0.42
18	0.24
19	0.08
20	0.36
21	0.24
22	0.17
23	0.3
24	0.29
25	0.38
26	0.53
27	0.34
28	0.32
29	0.35
30	0.4
31	0.32
32	0.19
33	0.39
34	0.19
35	0.21
36	0.33
37	0.2
38	0.34
39	0.36
40	0.24
41	0.3
42	0.56
43	0.32
44	0.34
45	0.28
46	0.26
47	0.26
48	0.26
49	0.43
50	0.4
51	0.25
52	0.53
53	0.27
54	0.32
55	0.21
56	0.41
57	0.25
58	0.34
59	0.14
60	0.24
61	0.31
62	0.38
63	0.36
64	0.28
65	0.33
66	0.2
67	0.14
68	0.2
69	0.36
70	0.31
71	0.15
72	0.28
73	0.31
74	0.26
75	0.34
76	0.6
77	0.32
78	0.3
79	0.16
80	0.27
81	0.22
82	0.28
83	0.34
84	0.33
85	0.18
86	0.42
87	0.19
88	0.36
89	0.34
90	0.22
91	0.13
92	0.1
93	0.26
94	0.28
95	0.24
96	0.37
97	0.32
98	0.17
99	0.33
100	0.36
101	0.32
102	0.22
103	0.29
104	0.48
105	0.17
106	0.24
107	0.23
108	0.34
109	0.32
110	0.24
111	0.31
112	0.37
113	0.26
114	0.18
115	0.44
116	0.31
117	0.28
118	0.22
119	0.14
120	0.28
121	0.21
122	0.28
123	0.24
124	0.34
125	0.33
126	0.32
127	0.18
128	0.42
129	0.48
130	0.16
131	0.49
132	0.32
133	0.41
134	0.33
135	0.38
136	0.26
137	0.19
138	0.11
139	0.24
140	0.56
141	0.3
142	0.19
143	0.36
144	0.2
145	0.19
146	0.23
147	0.39
148	0.46
149	0.43
150	0.06
151	0.37
152	0.46
153	0.31
154	0.29
155	0.13
156	0.28
157	0.1
158	0.36
159	0.17
160	0.42
161	0.28
162	0.25
163	0.35
164	0.3
165	0.44
166	0.26
167	0.38
168	0.44
169	0.49
170	0.29
171	0.33
172	0.24
173	0.26
174	0.13
175	0.28
176	0.35
177	0.38
178	0.31
179	0.29
180	0.38
181	0.17
182	0.1
183	0.53
184	0.27
185	0.27
186	0.29
187	0.33
188	0.16
189	0.47
190	0.24
191	0.25
192	0.14
193	0.16
194	0.43
195	0.22
196	0.3
197	0.26
198	0.2
199	0.23
200	0.31
201	0.34
202	0.33
203	0.13
204	0.35
205	0.27
206	0.3
207	0.18
208	0.26
209	0.47
210	0.17
211	0.13
212	0.3
213	0.38
214	0.32
215	0.14
216	0.16
217	0.26
218	0.35
219	0.41
220	0.37
221	0.21
222	0.38
223	0.42
224	0.41
225	0.37
226	0.34
227	0.25
228	0.27
229	0.3
230	0.26
231	0.18
232	0.29
233	0.37
234	0.36
235	0.35
236	0.38
237	0.12
238	0.32
239	0.2
240	0.36
241	0.29
242	0.31
243	0.1
244	0.36
245	0.23
246	0.19
247	0.43
248	0.23
249	0.1
250	0.34
251	0.28
252	0.26
253	0.41
254	0.25
255	0.28
256	0.36
257	0.21
258	0.41
259	0.3
260	0.29
261	0.41
262	0.41
263	0.46
264	0.39
265	0.31
266	0.28
267	0.25
268	0.33
269	0.53
270	0.19
271	0.4
272	0.31
273	0.34
274	0.38
275	0.43
276	0.25
277	0.08
278	0.15
279	0.44
280	0.15
281	0.43
282	0.41
283	0.12
284	0.23
285	0.19
286	0.34
287	0.32
288	0.19
289	0.05
290	0.42
291	0.11
292	0.21
293	0.48
294	0.33
295	0.32
296	0.39
297	0.3
298	0.21
299	0.36
300	0.22
301	0.38
302	0.27
303	0.2
304	0.06
305	0.39
306	0.46
307	0.33
308	0.29
309	0.2
310	0.39
311	0.2
312	0.32
313	0.26
314	0.21
315	0.27
316	0.39
317	0.18
318	0.2
319	0.19
