1	2111	0.12429406326953898
1	2814	0.13427692196947888
1	3784	0.11037282448072398
1	4606	0.1177219166791206
1	4789	0.09790895360603413
1	5759	0.08830971133504402
1	5876	0.08950447810451566
1	6185	0.09719732469773536
1	7095	0.08343822557001024
2	5	0.18593331504684762
2	12	0.185115301684536
2	175	0.2291001642178776
2	362	0.18762977972734973
2	1083	0.19677479183564048
2	2183	0.005589100005946591
2	6886	0.01634579589684397
2	7437	0.16756234297464645
2	7921	0.07118527694905233
3	54	0.154390438072378
3	110	0.16554116508878175
3	465	0.1767441508907204
3	475	0.2090591177226786
3	1389	0.32541437413995206
3	1391	0.19712903765788675
4	435	0.0007063338879316751
4	572	0.18488670260855883
4	1120	0.182750168354986
4	1157	0.2203248089499446
4	1324	0.1781216312345211
4	1830	0.1888869578769154
4	1993	0.0012241265605591103
4	5252	0.1897310217495023
4	7621	0.08359026964509371
5	2	0.20702774195442356
5	12	0.1625874340839474
5	175	0.18931942459609225
5	362	0.15974102092668996
5	814	0.2533532807166366
5	1083	0.16314740743049488
6	32	0.15687678676756772
6	598	0.0014672869244002648
6	1260	0.19238835497536358
6	1346	0.19080726548001756
6	1546	0.1615531071114707
6	1692	0.06439761197147853
6	4047	0.0018900690692243793
6	4940	0.1780274163921485
6	5530	0.12018744546905556
6	6509	0.16428896434550647
7	2571	0.1268702745722244
7	4220	0.12542369917431487
7	4276	0.11197876434319741
7	4288	0.11210588781670883
7	6039	0.0936091956581314
7	6545	0.08626345439741713
7	6676	0.0792911842075045
7	7364	0.07964766766272444
7	7486	0.08050367137352049
8	81	0.16932918491868926
8	149	0.17437597117885018
8	632	0.2655332364723963
8	654	0.17821753263224321
8	1581	0.1771764281027898
8	1671	0.17518847407401122
8	2518	0.01410203511616277
8	2533	0.0037571801431531735
9	1093	0.17424302675193815
9	2308	0.15234356134342586
9	3306	0.1064606047313278
9	3629	0.129718472460885
9	3684	0.1299854777694893
9	4100	0.1061038332823282
9	4769	0.11653248645157409
9	5283	0.10561697065525157
9	5901	0.10425969389830937
10	211	0.21747311929481347
10	252	0.17070518056456596
10	309	0.16855173450462801
10	815	2.6303466022164118e-05
10	953	0.20895118052812992
10	1117	0.1711021501194627
10	1352	0.16404335343183762
10	1700	0.2033043724835384
10	2151	0.12974802747079042
10	6961	0.005197327933359641
11	1466	0.18231485554941193
11	1896	0.15625514241416605
11	2213	0.150577409011008
11	2320	0.13298968389972607
11	3635	0.19320688097399208
11	4267	0.10481937896388091
11	4550	0.1174706789456492
11	5213	0.11572394383914966
11	6792	0.06075202348649745
12	2	0.18855368909000195
12	175	0.1658672106697928
12	362	0.14329956851151518
12	1083	0.14332218677579925
12	3177	0.0014035992471681264
12	4483	0.1705481243865155
12	4698	0.1813859422400431
12	5454	0.21260508079265733
